"No","FXY","ElementName_E","CodeFigure","EntryName_E","EntryName_sub1_E","EntryName_sub2_E","Note_E","Status"
3637,"025021","Wind computation enhancement","3","Median check",,,,"Operational"
3638,"025021","Wind computation enhancement","4","Vertical consistency check",,,,"Operational"
3639,"025021","Wind computation enhancement","5","Other",,,,"Operational"
3640,"025021","Wind computation enhancement","6-7","Reserved",,,,"Operational"
3641,"025021","Wind computation enhancement","All 8","Missing value",,,,"Operational"
3642,"025022","GHRSST rejection flag","1","Unprocessed",,,,"Operational"
3643,"025022","GHRSST rejection flag","2","Land suspected",,,,"Operational"
3644,"025022","GHRSST rejection flag","3","Wind speed too large",,,,"Operational"
3645,"025022","GHRSST rejection flag","4","Ice detected",,,,"Operational"
3646,"025022","GHRSST rejection flag","5","Rain detected (Microwave retrievals only)",,,,"Operational"
3647,"025022","GHRSST rejection flag","6","Cloudy detected (Infra-red retrievals only)",,,,"Operational"
3648,"025022","GHRSST rejection flag","7","Cosmetic value",,,,"Operational"
3649,"025022","GHRSST rejection flag","8","SST out of range",,,,"Operational"
3650,"025022","GHRSST rejection flag","All 9","Missing value",,,,"Operational"
3651,"025023","GHRSST confidence flag","1","Default confidence value has been used",,,,"Operational"
3652,"025023","GHRSST confidence flag","2","Default bias and standard deviation have been used",,,,"Operational"
3653,"025023","GHRSST confidence flag","3","Sun glint suspected",,,,"Operational"
3654,"025023","GHRSST confidence flag","4","Sea ice retrieval for microwave data",,,,"Operational"
3655,"025023","GHRSST confidence flag","5","High wind speed retrieval",,,,"Operational"
3656,"025023","GHRSST confidence flag","6","Inaccurate SST due to low SST (< 285K) (Only applies to the TMI instrument)",,,,"Operational"
3657,"025023","GHRSST confidence flag","7","Relaxed rain contamination suspected",,,,"Operational"
3658,"025023","GHRSST confidence flag","8","Potential side lobe contamination",,,,"Operational"
3659,"025023","GHRSST confidence flag","All 9","Missing value",,,,"Operational"
3660,"025024","GHRSST data quality","0","Unprocessed infrared retrieval",,,,"Operational"
3661,"025024","GHRSST data quality","1","Cloudy retrievals",,,,"Operational"
3662,"025024","GHRSST data quality","2","Bad: Data that are probably contaminated by cloud",,,,"Operational"
3663,"025024","GHRSST data quality","3","Suspect data",,,,"Operational"
3664,"025024","GHRSST data quality","4","Acceptable data",,,,"Operational"
3665,"025024","GHRSST data quality","5","Excellent data",,,,"Operational"
3666,"025024","GHRSST data quality","6","Cool skin suspected",,,,"Operational"
3667,"025024","GHRSST data quality","7-9","Reserved",,,,"Operational"
3668,"025024","GHRSST data quality","10","Unprocessed microwave retrieval",,,,"Operational"
3669,"025024","GHRSST data quality","11","Questionable microwave retrieval that may be contaminated",,,,"Operational"
3670,"025024","GHRSST data quality","12","Acceptable microwave retrieval",,,,"Operational"
3671,"025024","GHRSST data quality","13","High probability of diurnal variability",,,,"Operational"
3672,"025024","GHRSST data quality","14","Reserved",,,,"Operational"
3673,"025024","GHRSST data quality","15","Missing value",,,,"Operational"
3674,"025029","Calibration method","1","Reserved",,,,"Operational"
3675,"025029","Calibration method","2","Calibration target or signal",,,,"Operational"
3676,"025029","Calibration method","3","Against raingauges",,,,"Operational"
3677,"025029","Calibration method","4","Against other instruments (disdrometer - attenuation)",,,,"Operational"
3678,"025029","Calibration method","5","Reserved",,,,"Operational"
3679,"025029","Calibration method","All 6","Missing value",,,,"Operational"
3680,"025030","Running mean sea-surface temperature usage","0","Running mean sea-surface temperature not used because usage criteria not met",,,,"Operational"
3681,"025030","Running mean sea-surface temperature usage","1","Running mean sea-surface temperature not used because data not available",,,,"Operational"
3682,"025030","Running mean sea-surface temperature usage","2","Running mean sea-surface temperature used as predictor",,,,"Operational"
3683,"025030","Running mean sea-surface temperature usage","3","Missing value",,,,"Operational"
3684,"025031","NWP-generated vertical profile thinning method","0","Reserved",,,,"Validation"
3685,"025031","NWP-generated vertical profile thinning method","1","No thinning applied (all native model levels are included from base to top of pseudo-sounding).",,,,"Validation"
3686,"025031","NWP-generated vertical profile thinning method","2","Native model levels are present only if they are significant levels as per regulations B/C 25 for conventional TEMP soundings",,,,"Validation"
3687,"025031","NWP-generated vertical profile thinning method","3","A predefined subset of native model levels is present",,,,"Validation"
3688,"025031","NWP-generated vertical profile thinning method","4","No native model levels are present.  All profile levels are interpolated to a predefined set of pressure coordinate levels",,,,"Validation"
3689,"025031","NWP-generated vertical profile thinning method","5-6","Reserved",,,,"Validation"
3690,"025031","NWP-generated vertical profile thinning method","7","Missing value",,,,"Validation"
3691,"025032","Wind profiler mode information","0","Reserved",,,,"Operational"
3692,"025032","Wind profiler mode information","1","Data from low mode",,,,"Operational"
3693,"025032","Wind profiler mode information","2","Data from high mode",,,,"Operational"
3694,"025032","Wind profiler mode information","3","Missing value",,,,"Operational"
3695,"025033","Wind profiler submode information","0","Wind profiler operating in submode A",,,,"Operational"
3696,"025033","Wind profiler submode information","1","Wind profiler operating in submode B",,,,"Operational"
3697,"025033","Wind profiler submode information","2","Reserved",,,,"Operational"
3698,"025033","Wind profiler submode information","3","Missing value",,,,"Operational"
3699,"025034","Wind profiler quality control test results","1","Test A performed and failed",,,,"Operational"
3700,"025034","Wind profiler quality control test results","2","Test B performed and failed",,,,"Operational"
3701,"025034","Wind profiler quality control test results","3","Test results inconclusive",,,,"Operational"
3702,"025034","Wind profiler quality control test results","All 4","Missing value",,,,"Operational"
3703,"025035","Decision method for polarity","0","Not defined",,,,"Operational"
3704,"025035","Decision method for polarity","1","Individual voltage deflection",,,,"Operational"
3705,"025035","Decision method for polarity","2","Current based, above a threshold",,,,"Operational"
3706,"025035","Decision method for polarity","3","Voltage based, above a threshold",,,,"Operational"
3707,"025035","Decision method for polarity","4","Consensus of sensors, current above a threshold",,,,"Operational"
3708,"025035","Decision method for polarity","5","Consensus of sensors, voltage above a threshold",,,,"Operational"
3709,"025035","Decision method for polarity","6","Reserved",,,,"Operational"
3710,"025035","Decision method for polarity","7","Missing value",,,,"Operational"
3711,"025036","Atmospherics location method","0","Network of several direction-finders operating on the same individual atmospherics",,,,"Operational"
3712,"025036","Atmospherics location method","1","Network of several arrival-time stations operating on the same individual atmospherics",,,,"Operational"
3713,"025036","Atmospherics location method","2-5","Reserved",,,,"Operational"
3714,"025036","Atmospherics location method","6","Single station range bearing technique",,,,"Operational"
3715,"025036","Atmospherics location method","7-14","Reserved",,,,"Operational"
3716,"025036","Atmospherics location method","15","Missing value",,,,"Operational"
3717,"025040","CO2 wind product derivation","0","Non-specific mode",,,,"Operational"
3718,"025040","CO2 wind product derivation","1","First guess data",,,,"Operational"
3719,"025040","CO2 wind product derivation","2","Cloud data",,,,"Operational"
3720,"025040","CO2 wind product derivation","3","Average vector data",,,,"Operational"
3721,"025040","CO2 wind product derivation","4","Primary data",,,,"Operational"
3722,"025040","CO2 wind product derivation","5","Guess data",,,,"Operational"
3723,"025040","CO2 wind product derivation","6","Vector data",,,,"Operational"
3724,"025040","CO2 wind product derivation","7","Tracer data; this image",,,,"Operational"
3725,"025040","CO2 wind product derivation","8","Tracer data to next image",,,,"Operational"
3726,"025040","CO2 wind product derivation","9-14","Reserved",,,,"Operational"
3727,"025040","CO2 wind product derivation","15","Missing value",,,,"Operational"
3728,"025041","Moving platform direction reporting method","0","Direction originally reported in true degrees",,,,"Operational"
3729,"025041","Moving platform direction reporting method","1","Direction originally reported using Code table 0700, FM 13",,,,"Operational"
3730,"025041","Moving platform direction reporting method","2","Reserved",,,,"Operational"
3731,"025041","Moving platform direction reporting method","3","Missing value",,,,"Operational"
3732,"025042","Moving platform speed reporting method","0","Speed originally reported in metres per second",,,,"Operational"
3733,"025042","Moving platform speed reporting method","1","Speed originally reported using Code table 4451, FM 13",,,,"Operational"
3734,"025042","Moving platform speed reporting method","2","Reserved",,,,"Operational"
3735,"025042","Moving platform speed reporting method","3","Missing value",,,,"Operational"
3736,"025045","HIRS channel combination","1-20","Beginning with first bit position (high order bit), if bit position is set to 1, then channel is present, if bit position is set to 0, then channel is not present",,,,"Operational"
3737,"025045","HIRS channel combination","All 21","Missing value",,,,"Operational"
3738,"025046","MSU channel combination","1-4","Beginning with first bit position (high order bit), if bit position is set to 1, then channel is present, if bit position is set to 0, then channel is not present",,,,"Operational"
3739,"025046","MSU channel combination","All 5","Missing value",,,,"Operational"
3740,"025047","SSU channel combination","1-3","Beginning with first bit position (high order bit), if bit position is set to 1, then channel is present; if bit position is set to 0, then channel is not present",,,,"Operational"
3741,"025047","SSU channel combination","All 4","Missing value",,,,"Operational"
3742,"025048","AMSU-A channel combination","1-15","Beginning with first bit position (high order bit), if bit position is set to 1, then channel is present, if bit position is set to 0, then channel is not present",,,,"Operational"
3743,"025048","AMSU-A channel combination","All 16","Missing value",,,,"Operational"
3744,"025049","AMSU-B channel combination","1-5","Beginning with first bit position (high order bit), if bit position is set to 1, then channel is present, if bit position is set to 0, then channel is not present",,,,"Operational"
