"No","Category","CategoryOfSequences_E","FXY1","Title_E","SubTitle_E","FXY2","ElementName_E","ExistingElementName_E","Note_E","Status"
250.00,"01","Location and identification sequences","301058","(Universal Lightning Event)","Sensor Processing","025063","Central processor or system identifier","Central processor identifier",,"Pre-operational"
251.00,"01","Location and identification sequences","301058","(Universal Lightning Event)","Sensor Processing","202136","Change scale",,,"Pre-operational"
252.00,"01","Location and identification sequences","301058","(Universal Lightning Event)","Sensor Processing","201136","Change data width",,,"Pre-operational"
253.00,"01","Location and identification sequences","301058","(Universal Lightning Event)","Sensor Processing","002121","Mean frequency","Mean frequency (to define centre frequency, if used)",,"Pre-operational"
254.00,"01","Location and identification sequences","301058","(Universal Lightning Event)","Sensor Processing","201000","Change data width",,,"Pre-operational"
255.00,"01","Location and identification sequences","301058","(Universal Lightning Event)","Sensor Processing","202000","Change scale",,,"Pre-operational"
256.00,"01","Location and identification sequences","301058","(Universal Lightning Event)","Sensor Processing","025061","Software identification and version number","Software identification and version number",,"Pre-operational"
257.00,"01","Location and identification sequences","301058","(Universal Lightning Event)","Sensor Processing","002184","Type of lightning detection sensor","Type of lightning detection sensor",,"Pre-operational"
258.00,"01","Location and identification sequences","301058","(Universal Lightning Event)","Sensor Processing","002189","Capability to discriminate lightning strikes","Capability to discriminate lightning strike",,"Pre-operational"
259.00,"01","Location and identification sequences","301058","(Universal Lightning Event)","Sensor Processing","025036","Atmospherics location method","Atmospherics location method",,"Pre-operational"
260.00,"01","Location and identification sequences","301058","(Universal Lightning Event)","Sensor Processing","101000","Replication descriptor","Delayed replication of 1 descriptor ",,"Pre-operational"
261.00,"01","Location and identification sequences","301058","(Universal Lightning Event)","Sensor Processing","031002","Extended delayed descriptor replication factor","Extended delayed descriptor replication factor - number of sensors contributing",,"Pre-operational"
262.00,"01","Location and identification sequences","301058","(Universal Lightning Event)","Sensor Processing","301059","Identification of sensor site and instrumentation","Identification of sensor site and instrumentation ",,"Pre-operational"
263.00,"01","Location and identification sequences","301059","(Identification of sensor site and instrumentation)",,"301021",,"Latitude, longitude (high accuracy) of sensor",,"Pre-operational"
264.00,"01","Location and identification sequences","301059","(Identification of sensor site and instrumentation)",,"007030","Height of station ground above mean sea level","Height of station ground above mean sea level ",,"Pre-operational"
265.00,"01","Location and identification sequences","301059","(Identification of sensor site and instrumentation)",,"007032","Height of sensor above local ground (or deck of marine platform)","Height of sensor above local ground (for lightning)",,"Pre-operational"
266.00,"01","Location and identification sequences","301062","(Radar location(s))",,"101000","Replication descriptor","Delayed replication of 1 descriptor",,"Operational"
267.00,"01","Location and identification sequences","301062","(Radar location(s))",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
268.00,"01","Location and identification sequences","301062","(Radar location(s))",,"301001",,"WMO block and station number",,"Operational"
269.00,"01","Location and identification sequences","301065","(ACARS identification)",,"001006","Aircraft flight number","Aircraft flight number","(see Note 1)#BUFR_15_1_1_TableD.doc#B_Cat01","Operational"
270.00,"01","Location and identification sequences","301065","(ACARS identification)",,"001008","Aircraft registration number or other identification","Aircraft registration number","(see Note 1)#BUFR_15_1_1_TableD.doc#B_Cat01","Operational"
271.00,"01","Location and identification sequences","301065","(ACARS identification)",,"002001","Type of station","Type of station",,"Operational"
272.00,"01","Location and identification sequences","301065","(ACARS identification)",,"002002","Type of instrumentation for wind measurement","Type of instrumentation for wind measurement",,"Operational"
273.00,"01","Location and identification sequences","301065","(ACARS identification)",,"002005","Precision of temperature observation","Precision of temperature observation",,"Operational"
274.00,"01","Location and identification sequences","301065","(ACARS identification)",,"002062","Type of aircraft data relay system","Type of aircraft data relay system",,"Operational"
275.00,"01","Location and identification sequences","301065","(ACARS identification)",,"002070","Original specification of latitude/longitude","Original specification of latitude/longitude",,"Operational"
276.00,"01","Location and identification sequences","301065","(ACARS identification)",,"002065","ACARS ground-receiving station","ACARS ground receiving station",,"Operational"
277.00,"01","Location and identification sequences","301066","(ACARS location)",,"301011",,"Year, month, day",,"Operational"
278.00,"01","Location and identification sequences","301066","(ACARS location)",,"301013",,"Hour, minute, second",,"Operational"
279.00,"01","Location and identification sequences","301066","(ACARS location)",,"301023",,"Latitude and longitude (coarse accuracy)",,"Operational"
280.00,"01","Location and identification sequences","301066","(ACARS location)",,"007004","Pressure","Pressure",,"Operational"
281.00,"01","Location and identification sequences","301066","(ACARS location)",,"002064","Aircraft roll angle quality","Aircraft roll angle quality",,"Operational"
282.00,"01","Location and identification sequences","301066","(ACARS location)",,"008004","Phase of aircraft flight","Phase of aircraft flight",,"Operational"
283.00,"01","Location and identification sequences","301071","(Satellite identifier/Generating resolution)",,"001007","Satellite identifier","Satellite identifier",,"Operational"
284.00,"01","Location and identification sequences","301071","(Satellite identifier/Generating resolution)",,"001031","Identification of originating/generating centre","Generating centre",,"Operational"
285.00,"01","Location and identification sequences","301071","(Satellite identifier/Generating resolution)",,"002020","Satellite classification","Satellite classification",,"Operational"
286.00,"01","Location and identification sequences","301071","(Satellite identifier/Generating resolution)",,"002028","Segment size at nadir in x-direction","Segment size at nadir in X direction",,"Operational"
